Week Ending,Show,Theatre,Weekly Gross,Seats Sold,Performances
1998-04-26,Golden Child,Longacre Theatre,78360.0,3054,8
1998-04-26,High Society,St. James Theatre,233995.0,5309,7
1998-04-26,Honour,Belasco Theatre,137423.0,5603,8
1998-04-26,Jekyll & Hyde,Plymouth Theatre,437490.0,7329,8
1998-04-26,Les Miserables,Imperial Theatre,513687.0,10487,8
1998-04-26,Miss Saigon,Broadway Theatre,480698.0,10926,8
1998-04-26,Ragtime,Ford Center for the Performing Arts,867459.0,14268,8
1998-04-26,Rent,Nederlander Theatre,553017.0,9624,8
1998-04-26,Smokey Joe's Cafe,Virginia Theatre,375818.0,7997,8
1998-04-26,The Beauty Queen of Leenane,Walter Kerr Theatre,282667.0,5853,8
1998-04-26,The Chairs,John Golden Theatre,140270.0,3430,7
1998-04-26,The Deep Blue Sea,Criterion Center Stage Right,132612.0,3588,8
1998-04-26,The Diary of Anne Frank,Music Box Theatre,168646.0,4828,8
1998-04-26,The Herbal Bed,Eugene O'Neill Theatre,77583.0,2602,8
1998-04-26,The Judas Kiss,Broadhurst Theatre,288816.0,5546,5
1998-04-26,The Last Night of Ballyhoo,Helen Hayes Theatre,151700.0,3111,8
1998-04-26,The Life,Ethel Barrymore Theatre,246685.0,4947,8
1998-04-26,The Lion King,Minskoff Theatre,803935.0,14096,8
1998-04-26,The Old Neighborhood,Booth Theatre,100840.0,3634,8
1998-04-26,The Phantom of the Opera,Majestic Theatre,703934.0,11997,8
1998-04-26,The Scarlet Pimpernel,Neil Simon Theatre,400132.0,9364,8
1998-04-26,The Sound of Music,Martin Beck Theatre,589211.0,9962,8
1998-04-26,The Sunshine Boys,Lyceum Theatre,135791.0,3352,6
1998-04-26,Titanic,Lunt-Fontanne Theatre,661077.0,11093,8
1998-04-26,Wait Until Dark,Brooks Atkinson Theatre,354608.0,7375,8
1998-05-03,1776,Gershwin Theatre,341207.0,8887,8
1998-05-03,A View from the Bridge,Neil Simon Theatre,224382.0,6702,8
1998-05-03,"Ah, Wilderness!",Vivian Beaumont Theater,195458.0,6836,8
1998-05-03,Art,Royale Theatre,394371.0,7670,8
1998-05-03,Beauty and the Beast,Lunt-Fontanne Theatre,592959.0,11094,8
1998-05-03,"Bring in 'da Noise, Bring in 'da Funk",Ambassador Theatre,361732.0,7624,8
1998-05-03,Cabaret,Studio 54,206693.0,4036,8
1998-05-03,Cats,Winter Garden Theatre,383681.0,8849,8
1998-05-03,Chicago,Ambassador Theatre,674260.0,11711,8
1998-05-03,Forever Tango,Marquis Theatre,241554.0,8456,8
1998-05-03,Freak,Cort Theatre,206942.0,3928,7
1998-05-03,Golden Child,Longacre Theatre,76354.0,3017,8
1998-05-03,High Society,St. James Theatre,433981.0,8485,8
1998-05-03,Honour,Belasco Theatre,104593.0,3777,8
1998-05-03,Jekyll & Hyde,Plymouth Theatre,408625.0,6880,8
1998-05-03,Les Miserables,Imperial Theatre,505433.0,10605,8
1998-05-03,Miss Saigon,Broadway Theatre,466996.0,10791,8
1998-05-03,Ragtime,Ford Center for the Performing Arts,864261.0,14249,8
1998-05-03,Rent,Nederlander Theatre,553559.0,9624,8
1998-05-03,Smokey Joe's Cafe,Virginia Theatre,330726.0,7430,8
1998-05-03,The Beauty Queen of Leenane,Walter Kerr Theatre,313222.0,6476,8
1998-05-03,The Chairs,John Golden Theatre,153980.0,3928,7
1998-05-03,The Deep Blue Sea,Criterion Center Stage Right,123116.0,3498,8
1998-05-03,The Diary of Anne Frank,Music Box Theatre,138468.0,4225,8
1998-05-03,The Judas Kiss,Broadhurst Theatre,344340.0,6975,8
1998-05-03,The Last Night of Ballyhoo,Helen Hayes Theatre,113599.0,2302,8
1998-05-03,The Life,Ethel Barrymore Theatre,215132.0,4422,8
1998-05-03,The Lion King,Minskoff Theatre,802938.0,14090,8
1998-05-03,The Old Neighborhood,Booth Theatre,91589.0,3514,8
1998-05-03,The Phantom of the Opera,Majestic Theatre,681108.0,11611,8
1998-05-03,The Scarlet Pimpernel,Neil Simon Theatre,358147.0,8134,8
1998-05-03,The Sound of Music,Martin Beck Theatre,511619.0,8481,8
1998-05-03,The Sunshine Boys,Lyceum Theatre,139623.0,3298,8
1998-05-03,Titanic,Lunt-Fontanne Theatre,628443.0,10716,8
1998-05-03,Wait Until Dark,Brooks Atkinson Theatre,309655.0,6665,8
1998-05-10,1776,Gershwin Theatre,272014.0,7575,8
1998-05-10,A View from the Bridge,Neil Simon Theatre,173014.0,7226,8
1998-05-10,Art,Royale Theatre,413289.0,8013,8
1998-05-10,Beauty and the Beast,Lunt-Fontanne Theatre,540077.0,10181,8
1998-05-10,"Bring in 'da Noise, Bring in 'da Funk",Ambassador Theatre,348436.0,7274,8
1998-05-10,Cabaret,Studio 54,203061.0,4054,8
1998-05-10,Cats,Winter Garden Theatre,362642.0,8199,8
1998-05-10,Chicago,Ambassador Theatre,669652.0,11520,8
1998-05-10,Forever Tango,Marquis Theatre,240084.0,7969,8
1998-05-10,Freak,Cort Theatre,213813.0,6127,7
1998-05-10,Golden Child,Longacre Theatre,73494.0,2804,8
1998-05-10,High Society,St. James Theatre,435466.0,8090,8
1998-05-10,Honour,Belasco Theatre,81918.0,2238,8
1998-05-10,Jekyll & Hyde,Plymouth Theatre,405471.0,6882,8
1998-05-10,Les Miserables,Imperial Theatre,488264.0,10404,8
1998-05-10,Miss Saigon,Broadway Theatre,416835.0,9653,8
1998-05-10,Ragtime,Ford Center for the Performing Arts,865962.0,14257,8
1998-05-10,Rent,Nederlander Theatre,551358.0,9624,8
1998-05-10,Smokey Joe's Cafe,Virginia Theatre,316476.0,6834,8
1998-05-10,The Beauty Queen of Leenane,Walter Kerr Theatre,316783.0,6678,8
1998-05-10,The Chairs,John Golden Theatre,171826.0,4522,7
1998-05-10,The Deep Blue Sea,Criterion Center Stage Right,120035.0,3556,8
1998-05-10,The Diary of Anne Frank,Music Box Theatre,136775.0,3852,8
1998-05-10,The Judas Kiss,Broadhurst Theatre,375057.0,7765,7
1998-05-10,The Last Night of Ballyhoo,Helen Hayes Theatre,125140.0,2598,8
1998-05-10,The Life,Ethel Barrymore Theatre,212090.0,4682,8
1998-05-10,The Lion King,Minskoff Theatre,800983.0,14030,8
1998-05-10,The Old Neighborhood,Booth Theatre,99221.0,3476,8
1998-05-10,The Phantom of the Opera,Majestic Theatre,712458.0,12115,8
1998-05-10,The Scarlet Pimpernel,Neil Simon Theatre,330180.0,7426,8
1998-05-10,The Sound of Music,Martin Beck Theatre,483774.0,8130,8
1998-05-10,The Sunshine Boys,Lyceum Theatre,131040.0,3080,8
1998-05-10,Titanic,Lunt-Fontanne Theatre,589190.0,10333,8
1998-05-10,Wait Until Dark,Brooks Atkinson Theatre,310869.0,6748,8
1998-05-17,1776,Gershwin Theatre,287177.0,8651,8
1998-05-17,A View from the Bridge,Neil Simon Theatre,191718.0,6025,8
1998-05-17,Art,Royale Theatre,429038.0,8268,8
1998-05-17,Beauty and the Beast,Lunt-Fontanne Theatre,569871.0,10590,8
1998-05-17,"Bring in 'da Noise, Bring in 'da Funk",Ambassador Theatre,333478.0,7106,8
1998-05-17,Cabaret,Studio 54,215841.0,3846,8
1998-05-17,Cats,Winter Garden Theatre,361669.0,8137,8
1998-05-17,Chicago,Ambassador Theatre,674798.0,11653,8
1998-05-17,Forever Tango,Marquis Theatre,231152.0,7629,8
1998-05-17,Freak,Cort Theatre,209876.0,6155,7
1998-05-17,Golden Child,Longacre Theatre,84670.0,3585,8
1998-05-17,High Society,St. James Theatre,456296.0,8790,8
1998-05-17,Honour,Belasco Theatre,99511.0,2955,8
1998-05-17,Jekyll & Hyde,Plymouth Theatre,404656.0,6869,8
1998-05-17,Les Miserables,Imperial Theatre,500210.0,10532,8
1998-05-17,Miss Saigon,Broadway Theatre,438368.0,9895,8
1998-05-17,Ragtime,Ford Center for the Performing Arts,876029.0,14395,8
1998-05-17,Rent,Nederlander Theatre,553592.0,9624,8
1998-05-17,Smokey Joe's Cafe,Virginia Theatre,341430.0,7341,8
1998-05-17,The Beauty Queen of Leenane,Walter Kerr Theatre,325426.0,6825,8
1998-05-17,The Chairs,John Golden Theatre,177271.0,4540,7
1998-05-17,The Deep Blue Sea,Criterion Center Stage Right,101869.0,3538,8
1998-05-17,The Diary of Anne Frank,Music Box Theatre,125061.0,3664,8
1998-05-17,The Judas Kiss,Broadhurst Theatre,335144.0,7043,6
1998-05-17,The Last Night of Ballyhoo,Helen Hayes Theatre,130286.0,2671,8
1998-05-17,The Life,Ethel Barrymore Theatre,219266.0,4929,8
1998-05-17,The Lion King,Minskoff Theatre,804308.0,14076,8
1998-05-17,The Phantom of the Opera,Majestic Theatre,703196.0,12128,8
1998-05-17,The Scarlet Pimpernel,Neil Simon Theatre,374756.0,8071,8
1998-05-17,The Sound of Music,Martin Beck Theatre,527704.0,9137,8
1998-05-17,The Sunshine Boys,Lyceum Theatre,146961.0,3768,8
1998-05-17,Titanic,Lunt-Fontanne Theatre,600939.0,10440,8
1998-05-17,Wait Until Dark,Brooks Atkinson Theatre,312366.0,6687,8
1998-05-24,1776,Gershwin Theatre,314051.0,9298,8
1998-05-24,A View from the Bridge,Neil Simon Theatre,219092.0,6016,8
1998-05-24,Art,Royale Theatre,420981.0,7969,8
1998-05-24,Beauty and the Beast,Lunt-Fontanne Theatre,596945.0,11345,8
1998-05-24,"Bring in 'da Noise, Bring in 'da Funk",Ambassador Theatre,372288.0,7833,8
1998-05-24,Cabaret,Studio 54,225323.0,3802,8
1998-05-24,Cats,Winter Garden Theatre,399102.0,8887,8
1998-05-24,Chicago,Ambassador Theatre,681316.0,11758,8
1998-05-24,Forever Tango,Marquis Theatre,263878.0,7964,8
1998-05-24,Freak,Cort Theatre,232625.0,6518,7
1998-05-24,Golden Child,Longacre Theatre,79663.0,3352,8
1998-05-24,High Society,St. James Theatre,436667.0,9046,8
1998-05-24,Honour,Belasco Theatre,97621.0,2941,8
1998-05-24,Jekyll & Hyde,Plymouth Theatre,406331.0,6944,8
1998-05-24,Les Miserables,Imperial Theatre,528543.0,10721,8
1998-05-24,Miss Saigon,Broadway Theatre,500777.0,11090,8
1998-05-24,Ragtime,Ford Center for the Performing Arts,888006.0,14496,8
1998-05-24,Rent,Nederlander Theatre,553144.0,9624,8
1998-05-24,Smokey Joe's Cafe,Virginia Theatre,330543.0,7634,8
1998-05-24,The Beauty Queen of Leenane,Walter Kerr Theatre,339169.0,7143,8
1998-05-24,The Chairs,John Golden Theatre,167975.0,4301,7
1998-05-24,The Diary of Anne Frank,Music Box Theatre,146286.0,4371,8
1998-05-24,The Judas Kiss,Broadhurst Theatre,370945.0,7398,7
1998-05-24,The Last Night of Ballyhoo,Helen Hayes Theatre,137637.0,2962,8
1998-05-24,The Life,Ethel Barrymore Theatre,247261.0,5605,8
1998-05-24,The Lion King,Minskoff Theatre,805954.0,14094,8
1998-05-24,The Phantom of the Opera,Majestic Theatre,710748.0,11737,8
1998-05-24,The Scarlet Pimpernel,Neil Simon Theatre,378837.0,9006,8
1998-05-24,The Sound of Music,Martin Beck Theatre,534357.0,9177,8
1998-05-24,The Sunshine Boys,Lyceum Theatre,152898.0,4681,8
1998-05-24,Titanic,Lunt-Fontanne Theatre,626053.0,10892,8
1998-05-24,Wait Until Dark,Brooks Atkinson Theatre,306259.0,6742,8
1998-05-31,1776,Gershwin Theatre,236009.0,8189,8
1998-05-31,A View from the Bridge,Neil Simon Theatre,150667.0,5597,8
1998-05-31,Art,Royale Theatre,369646.0,7099,8
1998-05-31,Beauty and the Beast,Lunt-Fontanne Theatre,506555.0,9681,8
1998-05-31,"Bring in 'da Noise, Bring in 'da Funk",Ambassador Theatre,286296.0,6245,8
1998-05-31,Cabaret,Studio 54,234341.0,3378,8
1998-05-31,Cats,Winter Garden Theatre,330376.0,7803,8
1998-05-31,Chicago,Ambassador Theatre,675464.0,11546,8
1998-05-31,Forever Tango,Marquis Theatre,213329.0,7742,8
1998-05-31,Freak,Cort Theatre,202310.0,5875,7
1998-05-31,Golden Child,Longacre Theatre,78262.0,3181,8
1998-05-31,High Society,St. James Theatre,328082.0,7253,8
1998-05-31,Honour,Belasco Theatre,80360.0,2687,8
1998-05-31,Jekyll & Hyde,Plymouth Theatre,358399.0,6503,8
1998-05-31,Les Miserables,Imperial Theatre,464632.0,10187,8
1998-05-31,Miss Saigon,Broadway Theatre,404816.0,9456,8
1998-05-31,Ragtime,Ford Center for the Performing Arts,872860.0,14360,8
1998-05-31,Rent,Nederlander Theatre,546840.0,9624,8
1998-05-31,Smokey Joe's Cafe,Virginia Theatre,274977.0,6239,8
1998-05-31,The Beauty Queen of Leenane,Walter Kerr Theatre,318306.0,6984,8
1998-05-31,The Chairs,John Golden Theatre,133630.0,3250,7
1998-05-31,The Diary of Anne Frank,Music Box Theatre,134009.0,3850,8
1998-05-31,The Judas Kiss,Broadhurst Theatre,302229.0,6413,8
1998-05-31,The Last Night of Ballyhoo,Helen Hayes Theatre,87422.0,1976,8
1998-05-31,The Life,Ethel Barrymore Theatre,179929.0,4169,8
1998-05-31,The Lion King,Minskoff Theatre,803183.0,14042,8
1998-05-31,The Phantom of the Opera,Majestic Theatre,674801.0,11286,8
1998-05-31,The Scarlet Pimpernel,Neil Simon Theatre,255605.0,6711,8
1998-05-31,The Sound of Music,Martin Beck Theatre,453921.0,7805,8
1998-05-31,The Sunshine Boys,Lyceum Theatre,112675.0,3511,8
1998-05-31,Titanic,Lunt-Fontanne Theatre,499055.0,9434,8
1998-05-31,Wait Until Dark,Brooks Atkinson Theatre,258909.0,5549,8
1998-06-07,1776,Gershwin Theatre,284019.0,9183,8
1998-06-07,A View from the Bridge,Neil Simon Theatre,182826.0,6502,8
1998-06-07,Art,Royale Theatre,373346.0,7078,8
1998-06-07,Beauty and the Beast,Lunt-Fontanne Theatre,565221.0,10611,8
1998-06-07,"Bring in 'da Noise, Bring in 'da Funk",Ambassador Theatre,286440.0,6376,8
1998-06-07,Cabaret,Studio 54,251937.0,3901,8
1998-06-07,Cats,Winter Garden Theatre,362877.0,8391,8
1998-06-07,Chicago,Ambassador Theatre,677475.0,11648,8
1998-06-07,Forever Tango,Marquis Theatre,193314.0,6193,8
1998-06-07,Freak,Cort Theatre,224318.0,6351,7
1998-06-07,High Society,St. James Theatre,334809.0,6511,8
1998-06-07,Honour,Belasco Theatre,108095.0,3568,8
1998-06-07,Jekyll & Hyde,Plymouth Theatre,380396.0,6613,8
1998-06-07,Les Miserables,Imperial Theatre,487094.0,10387,8
1998-06-07,Miss Saigon,Broadway Theatre,404389.0,8974,8
1998-06-07,Ragtime,Ford Center for the Performing Arts,864459.0,14268,8
1998-06-07,Rent,Nederlander Theatre,541764.0,9536,8
1998-06-07,Side Man,John Golden Theatre,99417.0,3029,8
1998-06-07,Smokey Joe's Cafe,Virginia Theatre,282653.0,6477,8
1998-06-07,The Beauty Queen of Leenane,Walter Kerr Theatre,329091.0,7296,8
1998-06-07,The Chairs,John Golden Theatre,160072.0,4084,7
1998-06-07,The Diary of Anne Frank,Music Box Theatre,113356.0,3340,8
1998-06-07,The Judas Kiss,Broadhurst Theatre,276661.0,5688,7
1998-06-07,The Last Night of Ballyhoo,Helen Hayes Theatre,113909.0,2389,8
1998-06-07,The Life,Ethel Barrymore Theatre,244328.0,5629,8
1998-06-07,The Lion King,Minskoff Theatre,805676.0,14164,8
1998-06-07,The Phantom of the Opera,Majestic Theatre,707176.0,11764,8
1998-06-07,The Scarlet Pimpernel,Neil Simon Theatre,366416.0,8227,8
1998-06-07,The Sound of Music,Martin Beck Theatre,486089.0,8632,8
1998-06-07,The Sunshine Boys,Lyceum Theatre,112075.0,3020,8
1998-06-07,Titanic,Lunt-Fontanne Theatre,528578.0,9663,8
1998-06-07,Wait Until Dark,Brooks Atkinson Theatre,249578.0,5382,8
1998-06-14,1776,Gershwin Theatre,438896.0,13592,8
1998-06-14,A View from the Bridge,Neil Simon Theatre,203765.0,5854,8
1998-06-14,Art,Royale Theatre,407096.0,7665,8
1998-06-14,Beauty and the Beast,Lunt-Fontanne Theatre,642094.0,11687,8
1998-06-14,"Bring in 'da Noise, Bring in 'da Funk",Ambassador Theatre,337267.0,7546,8
1998-06-14,Cabaret,Studio 54,269132.0,4096,8
1998-06-14,Cats,Winter Garden Theatre,421552.0,9599,8
1998-06-14,Chicago,Ambassador Theatre,676908.0,11709,8
1998-06-14,Forever Tango,Marquis Theatre,199923.0,6100,8
1998-06-14,Freak,Cort Theatre,252909.0,7110,7
1998-06-14,High Society,St. James Theatre,382045.0,8371,8
1998-06-14,Honour,Belasco Theatre,136199.0,4451,8
1998-06-14,Jekyll & Hyde,Plymouth Theatre,419217.0,7100,8
1998-06-14,Les Miserables,Imperial Theatre,528685.0,10971,8
1998-06-14,Miss Saigon,Broadway Theatre,452079.0,10016,8
1998-06-14,Ragtime,Ford Center for the Performing Arts,901532.0,14491,8
1998-06-14,Rent,Nederlander Theatre,549981.0,9624,8
1998-06-14,Side Man,John Golden Theatre,116791.0,3342,8
1998-06-14,Smokey Joe's Cafe,Virginia Theatre,327804.0,7273,8
1998-06-14,The Beauty Queen of Leenane,Walter Kerr Theatre,367938.0,7436,8
1998-06-14,The Chairs,John Golden Theatre,235837.0,5400,7
1998-06-14,The Diary of Anne Frank,Music Box Theatre,171041.0,4780,8
1998-06-14,The Judas Kiss,Broadhurst Theatre,323197.0,6932,8
1998-06-14,The Last Night of Ballyhoo,Helen Hayes Theatre,130188.0,2660,8
1998-06-14,The Lion King,Minskoff Theatre,807614.0,14189,8
1998-06-14,The Phantom of the Opera,Majestic Theatre,757297.0,12587,8
1998-06-14,The Scarlet Pimpernel,Neil Simon Theatre,367176.0,8476,8
1998-06-14,The Sound of Music,Martin Beck Theatre,583054.0,10284,8
1998-06-14,The Sunshine Boys,Lyceum Theatre,121512.0,3372,8
1998-06-14,Titanic,Lunt-Fontanne Theatre,586011.0,10627,8
1998-06-14,Wait Until Dark,Brooks Atkinson Theatre,265042.0,5992,8
1998-06-21,A View from the Bridge,Neil Simon Theatre,222797.0,5914,8
1998-06-21,Art,Royale Theatre,399113.0,7656,8
1998-06-21,Beauty and the Beast,Lunt-Fontanne Theatre,636412.0,12030,8
1998-06-21,"Bring in 'da Noise, Bring in 'da Funk",Ambassador Theatre,348755.0,7725,8
1998-06-21,Cabaret,Studio 54,263305.0,4014,8
1998-06-21,Cats,Winter Garden Theatre,420963.0,9555,8
1998-06-21,Chicago,Ambassador Theatre,679907.0,11857,8
1998-06-21,Forever Tango,Marquis Theatre,177947.0,5066,8
1998-06-21,Freak,Cort Theatre,270841.0,7436,7
1998-06-21,High Society,St. James Theatre,394972.0,8946,8
1998-06-21,Jekyll & Hyde,Plymouth Theatre,412066.0,7274,8
1998-06-21,Les Miserables,Imperial Theatre,488484.0,10493,8
1998-06-21,Miss Saigon,Broadway Theatre,436959.0,9936,8
1998-06-21,Ragtime,Ford Center for the Performing Arts,902805.0,14496,8
1998-06-21,Rent,Nederlander Theatre,539356.0,9461,8
1998-06-21,Side Man,John Golden Theatre,139729.0,3681,8
1998-06-21,Smokey Joe's Cafe,Virginia Theatre,319346.0,7343,8
1998-06-21,The Beauty Queen of Leenane,Walter Kerr Theatre,360354.0,7277,8
1998-06-21,The Judas Kiss,Broadhurst Theatre,335987.0,7964,8
1998-06-21,The Last Night of Ballyhoo,Helen Hayes Theatre,138772.0,2836,8
1998-06-21,The Lion King,Minskoff Theatre,813300.0,14216,8
1998-06-21,The Phantom of the Opera,Majestic Theatre,729807.0,12116,8
1998-06-21,The Scarlet Pimpernel,Neil Simon Theatre,361477.0,8642,8
1998-06-21,The Sound of Music,Martin Beck Theatre,593192.0,9693,8
1998-06-21,The Sunshine Boys,Lyceum Theatre,138870.0,4267,8
1998-06-21,Titanic,Lunt-Fontanne Theatre,576161.0,10516,8
1998-06-21,Twelfth Night,Vivian Beaumont Theater,101575.0,3120,3
1998-06-21,Wait Until Dark,Brooks Atkinson Theatre,238376.0,5379,8
1998-06-28,A View from the Bridge,Neil Simon Theatre,251854.0,6450,8
1998-06-28,Art,Royale Theatre,421998.0,7965,8
1998-06-28,Beauty and the Beast,Lunt-Fontanne Theatre,653359.0,11686,8
1998-06-28,"Bring in 'da Noise, Bring in 'da Funk",Ambassador Theatre,357114.0,7761,8
1998-06-28,Cabaret,Studio 54,275276.0,3967,8
1998-06-28,Cats,Winter Garden Theatre,434584.0,9547,8
1998-06-28,Chicago,Ambassador Theatre,679933.0,11819,8
1998-06-28,Forever Tango,Marquis Theatre,179602.0,5155,7
1998-06-28,Freak,Cort Theatre,201207.0,5501,5
1998-06-28,High Society,St. James Theatre,392632.0,9168,8
1998-06-28,Jekyll & Hyde,Plymouth Theatre,426615.0,7441,8
1998-06-28,Les Miserables,Imperial Theatre,508262.0,10535,8
1998-06-28,Miss Saigon,Broadway Theatre,451145.0,10243,8
1998-06-28,Ragtime,Ford Center for the Performing Arts,902579.0,14496,8
1998-06-28,Rent,Nederlander Theatre,546786.0,9624,8
1998-06-28,Side Man,John Golden Theatre,127714.0,3209,8
1998-06-28,Smokey Joe's Cafe,Virginia Theatre,357226.0,8002,8
1998-06-28,The Beauty Queen of Leenane,Walter Kerr Theatre,362261.0,7296,8
1998-06-28,The Judas Kiss,Broadhurst Theatre,282887.0,6459,7
1998-06-28,The Last Night of Ballyhoo,Helen Hayes Theatre,185094.0,3740,8
1998-06-28,The Lion King,Minskoff Theatre,812324.0,14197,8
1998-06-28,The Phantom of the Opera,Majestic Theatre,744999.0,12260,8
1998-06-28,The Scarlet Pimpernel,Neil Simon Theatre,405043.0,9668,8
1998-06-28,The Sound of Music,Martin Beck Theatre,658984.0,10962,8
1998-06-28,The Sunshine Boys,Lyceum Theatre,176681.0,4926,8
1998-06-28,Titanic,Lunt-Fontanne Theatre,577836.0,10781,8
1998-06-28,Twelfth Night,Vivian Beaumont Theater,275766.0,8380,8
1998-06-28,Wait Until Dark,Brooks Atkinson Theatre,297900.0,7345,8
1998-07-05,A View from the Bridge,Neil Simon Theatre,213375.0,6053,8
1998-07-05,Art,Royale Theatre,389575.0,7671,8
1998-07-05,Beauty and the Beast,Lunt-Fontanne Theatre,586994.0,10774,8
1998-07-05,"Bring in 'da Noise, Bring in 'da Funk",Ambassador Theatre,283208.0,6538,8
1998-07-05,Cabaret,Studio 54,281281.0,4017,8
1998-07-05,Cats,Winter Garden Theatre,384680.0,8673,8
1998-07-05,Chicago,Ambassador Theatre,670225.0,11535,8
1998-07-05,Forever Tango,Marquis Theatre,157283.0,6195,7
1998-07-05,Freak,Cort Theatre,283063.0,7677,8
1998-07-05,High Society,St. James Theatre,284570.0,6699,8
1998-07-05,Jekyll & Hyde,Plymouth Theatre,342781.0,6888,8
1998-07-05,Les Miserables,Imperial Theatre,424852.0,9768,8
1998-07-05,Miss Saigon,Broadway Theatre,400993.0,9423,8
1998-07-05,Ragtime,Ford Center for the Performing Arts,876202.0,14235,8
1998-07-05,Rent,Nederlander Theatre,503848.0,8733,8
1998-07-05,Side Man,John Golden Theatre,155097.0,3689,8
1998-07-05,Smokey Joe's Cafe,Virginia Theatre,259997.0,6205,8
1998-07-05,The Beauty Queen of Leenane,Walter Kerr Theatre,305260.0,6679,8
1998-07-05,The Judas Kiss,Broadhurst Theatre,250299.0,5970,8
1998-07-05,The Lion King,Minskoff Theatre,753653.0,13202,8
1998-07-05,The Phantom of the Opera,Majestic Theatre,654256.0,11554,8
1998-07-05,The Scarlet Pimpernel,Neil Simon Theatre,288252.0,7707,8
1998-07-05,The Sound of Music,Martin Beck Theatre,449432.0,8123,8
1998-07-05,Titanic,Lunt-Fontanne Theatre,457872.0,9494,8
1998-07-05,Twelfth Night,Vivian Beaumont Theater,282832.0,8319,8
1998-07-12,A View from the Bridge,Neil Simon Theatre,266675.0,7528,8
1998-07-12,Art,Royale Theatre,411567.0,7982,8
1998-07-12,Beauty and the Beast,Lunt-Fontanne Theatre,658928.0,11547,8
1998-07-12,"Bring in 'da Noise, Bring in 'da Funk",Ambassador Theatre,329112.0,7371,8
1998-07-12,Cabaret,Studio 54,278613.0,4016,8
1998-07-12,Cats,Winter Garden Theatre,426060.0,9303,8
1998-07-12,Chicago,Ambassador Theatre,681198.0,11758,8
1998-07-12,Forever Tango,Marquis Theatre,170663.0,5703,8
1998-07-12,High Society,St. James Theatre,309507.0,7609,8
1998-07-12,Jekyll & Hyde,Plymouth Theatre,397853.0,7092,8
